TimeStamp,Humedad (%), Temperatura(DHT), Temperatura (BMP), Presion (hPa), Altitud (m), CO2 (ppm)
2022:4:10:21:54:39,63.00,23.00,22.59,983.64,257.28,455.90
2022:4:10:21:54:41,63.00,23.00,22.59,983.64,257.24,455.90
2022:4:10:21:54:43,63.00,23.00,22.60,983.68,256.93,455.90
2022:4:10:21:54:45,63.00,23.00,22.60,983.66,257.10,455.90
2022:4:10:21:54:47,63.00,23.00,22.60,983.63,257.32,455.90
2022:4:10:21:54:49,63.00,23.00,22.59,983.65,257.18,455.90
2022:4:10:21:54:51,63.00,23.00,22.60,983.64,257.25,440.78
2022:4:10:21:54:53,63.00,23.00,22.60,983.69,256.83,455.90
2022:4:10:21:54:55,63.00,23.00,22.60,983.65,257.18,455.90
2022:4:10:21:54:57,63.00,23.00,22.60,983.66,257.09,455.90
2022:4:10:21:54:59,63.00,23.00,22.60,983.65,257.20,455.90
2022:4:10:21:55:2,63.00,23.00,22.60,983.63,257.36,455.90
2022:4:10:21:55:4,63.00,23.00,22.59,983.66,257.02,455.90
2022:4:10:21:55:6,63.00,23.00,22.59,983.65,257.14,455.90
2022:4:10:21:55:8,63.00,23.00,22.60,983.67,256.96,455.90
2022:4:10:21:55:10,63.00,23.00,22.60,983.67,256.97,455.90
